id,name,slug,collectibles_slug,number,height,weight,featured,detailPageURL,ThumbnailImage,ThumbnailAltText,abilities,type,weakness
789,Cosmog,cosmog,cosmog,0789,0.2,0.1,true,/br/pokedex/cosmog,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/789.png,Cosmog,Unaware,psychic,"Bug, Ghost, Dark"
790,Cosmoem,cosmoem,cosmoem,0790,0.1,999.9,true,/br/pokedex/cosmoem,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/790.png,Cosmoem,Sturdy,psychic,"Bug, Ghost, Dark"
791,Solgaleo,solgaleo,solgaleo,0791,3.4,230,true,/br/pokedex/solgaleo,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/791.png,Solgaleo,Full Metal Body,"psychic, steel","Fire, Ground, Ghost, Dark"
792,Lunala,lunala,lunala,0792,4,120,true,/br/pokedex/lunala,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/792.png,Lunala,Shadow Shield,"psychic, ghost","Ghost, Dark"
793,Nihilego,nihilego,nihilego,0793,1.2,55.5,true,/br/pokedex/nihilego,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/793.png,Nihilego,Beast Boost,"rock, poison","Water, Ground, Psychic, Steel"
794,Buzzwole,buzzwole,buzzwole,0794,2.4,333.6,true,/br/pokedex/buzzwole,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/794.png,Buzzwole,Beast Boost,"bug, fighting","Fire, Flying, Psychic, Fairy"
795,Pheromosa,pheromosa,pheromosa,0795,1.8,25,true,/br/pokedex/pheromosa,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/795.png,Pheromosa,Beast Boost,"bug, fighting","Fire, Flying, Psychic, Fairy"
796,Xurkitree,xurkitree,xurkitree,0796,3.8,100,true,/br/pokedex/xurkitree,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/796.png,Xurkitree,Beast Boost,electric,Ground
797,Celesteela,celesteela,celesteela,0797,9.2,999.9,true,/br/pokedex/celesteela,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/797.png,Celesteela,Beast Boost,"steel, flying","Fire, Electric"
798,Kartana,kartana,kartana,0798,0.3,0.1,true,/br/pokedex/kartana,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/798.png,Kartana,Beast Boost,"grass, steel","Fire, Fighting"
799,Guzzlord,guzzlord,guzzlord,0799,5.5,888,true,/br/pokedex/guzzlord,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/799.png,Guzzlord,Beast Boost,"dark, dragon","Ice, Fighting, Bug, Dragon, Fairy"
800,Necrozma,necrozma,necrozma,0800,2.4,230,true,/br/pokedex/necrozma,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/800.png,Necrozma,Prism Armor,psychic,"Bug, Ghost, Dark"
801,Magearna,magearna,magearna,0801,1,80.5,true,/br/pokedex/magearna,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/801.png,Magearna,Soul-Heart,"steel, fairy","Fire, Ground"
802,Marshadow,marshadow,marshadow,0802,0.7,22.2,true,/br/pokedex/marshadow,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/802.png,Marshadow,Technician,"fighting, ghost","Flying, Psychic, Ghost, Fairy"
803,Poipole,poipole,poipole,0803,0.6,1.8,true,/br/pokedex/poipole,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/803.png,Poipole,Beast Boost,poison,"Ground, Psychic"
804,Naganadel,naganadel,naganadel,0804,3.6,150,true,/br/pokedex/naganadel,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/804.png,Naganadel,Beast Boost,"poison, dragon","Ice, Ground, Psychic, Dragon"
805,Stakataka,stakataka,stakataka,0805,5.5,820,true,/br/pokedex/stakataka,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/805.png,Stakataka,Beast Boost,"rock, steel","Water, Fighting, Ground"
806,Blacephalon,blacephalon,blacephalon,0806,1.8,13,true,/br/pokedex/blacephalon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/806.png,Blacephalon,Beast Boost,"fire, ghost","Water, Ground, Rock, Ghost, Dark"
807,Zeraora,zeraora,zeraora,0807,1.5,44.5,true,/br/pokedex/zeraora,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/807.png,Zeraora,Volt Absorb,electric,Ground
808,Meltan,meltan,meltan,0808,0.2,8,true,/br/pokedex/meltan,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/808.png,Meltan,Magnet Pull,steel,"Fire, Fighting, Ground"
809,Melmetal,melmetal,melmetal,0809,2.5,800,true,/br/pokedex/melmetal,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/809.png,Melmetal,Iron Fist,steel,"Fire, Fighting, Ground"
810,Grookey,grookey,grookey,0810,0.3,5,true,/br/pokedex/grookey,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/810.png,Grookey,Overgrow,grass,"Fire, Ice, Poison, Flying, Bug"
811,Thwackey,thwackey,thwackey,0811,0.7,14,true,/br/pokedex/thwackey,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/811.png,Thwackey,Overgrow,grass,"Fire, Ice, Poison, Flying, Bug"
812,Rillaboom,rillaboom,rillaboom,0812,2.1,90,true,/br/pokedex/rillaboom,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/812.png,Rillaboom,Overgrow,grass,"Fire, Ice, Poison, Flying, Bug"
813,Scorbunny,scorbunny,scorbunny,0813,0.3,4.5,true,/br/pokedex/scorbunny,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/813.png,Scorbunny,Blaze,fire,"Water, Ground, Rock"
814,Raboot,raboot,raboot,0814,0.6,9,true,/br/pokedex/raboot,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/814.png,Raboot,Blaze,fire,"Water, Ground, Rock"
815,Cinderace,cinderace,cinderace,0815,1.4,33,true,/br/pokedex/cinderace,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/815.png,Cinderace,Blaze,fire,"Water, Ground, Rock"
816,Sobble,sobble,sobble,0816,0.3,4,true,/br/pokedex/sobble,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/816.png,Sobble,Torrent,water,"Grass, Electric"
817,Drizzile,drizzile,drizzile,0817,0.7,11.5,true,/br/pokedex/drizzile,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/817.png,Drizzile,Torrent,water,"Grass, Electric"
818,Inteleon,inteleon,inteleon,0818,1.9,45.2,true,/br/pokedex/inteleon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/818.png,Inteleon,Torrent,water,"Grass, Electric"
819,Skwovet,skwovet,skwovet,0819,0.3,2.5,true,/br/pokedex/skwovet,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/819.png,Skwovet,Cheek Pouch,normal,Fighting
820,Greedent,greedent,greedent,0820,0.6,6,true,/br/pokedex/greedent,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/820.png,Greedent,Cheek Pouch,normal,Fighting
821,Rookidee,rookidee,rookidee,0821,0.2,1.8,true,/br/pokedex/rookidee,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/821.png,Rookidee,"Keen Eye, Unnerve",flying,"Electric, Ice, Rock"
822,Corvisquire,corvisquire,corvisquire,0822,0.8,16,true,/br/pokedex/corvisquire,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/822.png,Corvisquire,"Keen Eye, Unnerve",flying,"Electric, Ice, Rock"
823,Corviknight,corviknight,corviknight,0823,2.2,75,true,/br/pokedex/corviknight,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/823.png,Corviknight,"Pressure, Unnerve","flying, steel","Fire, Electric"
824,Blipbug,blipbug,blipbug,0824,0.4,8,true,/br/pokedex/blipbug,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/824.png,Blipbug,"Compound Eyes, Swarm",bug,"Fire, Flying, Rock"
825,Dottler,dottler,dottler,0825,0.4,19.5,true,/br/pokedex/dottler,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/825.png,Dottler,"Compound Eyes, Swarm","bug, psychic","Fire, Flying, Bug, Rock, Ghost, Dark"
826,Orbeetle,orbeetle,orbeetle,0826,0.4,40.8,true,/br/pokedex/orbeetle,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/826.png,Orbeetle,"Swarm, Frisk","bug, psychic","Fire, Flying, Bug, Rock, Ghost, Dark"
827,Nickit,nickit,nickit,0827,0.6,8.9,true,/br/pokedex/nickit,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/827.png,Nickit,"Run Away, Unburden",dark,"Fighting, Bug, Fairy"
828,Thievul,thievul,thievul,0828,1.2,19.9,true,/br/pokedex/thievul,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/828.png,Thievul,"Run Away, Unburden",dark,"Fighting, Bug, Fairy"
829,Gossifleur,gossifleur,gossifleur,0829,0.4,2.2,true,/br/pokedex/gossifleur,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/829.png,Gossifleur,"Regenerator, Cotton Down",grass,"Fire, Ice, Poison, Flying, Bug"
830,Eldegoss,eldegoss,eldegoss,0830,0.5,2.5,true,/br/pokedex/eldegoss,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/830.png,Eldegoss,"Regenerator, Cotton Down",grass,"Fire, Ice, Poison, Flying, Bug"
831,Wooloo,wooloo,wooloo,0831,0.6,6,true,/br/pokedex/wooloo,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/831.png,Wooloo,"Run Away, Fluffy",normal,Fighting
832,Dubwool,dubwool,dubwool,0832,1.3,43,true,/br/pokedex/dubwool,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/832.png,Dubwool,"Steadfast, Fluffy",normal,Fighting
833,Chewtle,chewtle,chewtle,0833,0.3,8.5,true,/br/pokedex/chewtle,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/833.png,Chewtle,"Shell Armor, Strong Jaw",water,"Grass, Electric"
834,Drednaw,drednaw,drednaw,0834,1,115.5,true,/br/pokedex/drednaw,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/834.png,Drednaw,"Shell Armor, Strong Jaw","water, rock","Grass, Electric, Fighting, Ground"
835,Yamper,yamper,yamper,0835,0.3,13.5,true,/br/pokedex/yamper,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/835.png,Yamper,Ball Fetch,electric,Ground
836,Boltund,boltund,boltund,0836,1,34,true,/br/pokedex/boltund,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/836.png,Boltund,Strong Jaw,electric,Ground
837,Rolycoly,rolycoly,rolycoly,0837,0.3,12,true,/br/pokedex/rolycoly,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/837.png,Rolycoly,"Heatproof, Steam Engine",rock,"Water, Grass, Fighting, Ground, Steel"
838,Carkol,carkol,carkol,0838,1.1,78,true,/br/pokedex/carkol,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/838.png,Carkol,"Flame Body, Steam Engine","rock, fire","Water, Fighting, Ground, Rock"
839,Coalossal,coalossal,coalossal,0839,2.8,310.5,true,/br/pokedex/coalossal,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/839.png,Coalossal,"Flame Body, Steam Engine","rock, fire","Water, Fighting, Ground, Rock"
840,Applin,applin,applin,0840,0.2,0.5,true,/br/pokedex/applin,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/840.png,Applin,"Gluttony, Ripen","grass, dragon","Ice, Poison, Flying, Bug, Dragon, Fairy"
841,Flapple,flapple,flapple,0841,0.3,1,true,/br/pokedex/flapple,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/841.png,Flapple,"Gluttony, Ripen","grass, dragon","Ice, Poison, Flying, Bug, Dragon, Fairy"
842,Appletun,appletun,appletun,0842,0.4,13,true,/br/pokedex/appletun,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/842.png,Appletun,"Gluttony, Ripen","grass, dragon","Ice, Poison, Flying, Bug, Dragon, Fairy"
843,Silicobra,silicobra,silicobra,0843,2.2,7.6,true,/br/pokedex/silicobra,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/843.png,Silicobra,"Shed Skin, Sand Spit",ground,"Water, Grass, Ice"
844,Sandaconda,sandaconda,sandaconda,0844,3.8,65.5,true,/br/pokedex/sandaconda,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/844.png,Sandaconda,"Shed Skin, Sand Spit",ground,"Water, Grass, Ice"
845,Cramorant,cramorant,cramorant,0845,0.8,18,true,/br/pokedex/cramorant,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/845.png,Cramorant,Gulp Missile,"flying, water","Electric, Rock"
846,Arrokuda,arrokuda,arrokuda,0846,0.5,1,true,/br/pokedex/arrokuda,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/846.png,Arrokuda,Swift Swim,water,"Grass, Electric"
847,Barraskewda,barraskewda,barraskewda,0847,1.3,30,true,/br/pokedex/barraskewda,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/847.png,Barraskewda,Swift Swim,water,"Grass, Electric"
848,Toxel,toxel,toxel,0848,0.4,11,true,/br/pokedex/toxel,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/848.png,Toxel,"Static, Rattled","electric, poison","Ground, Psychic"
849,Toxtricity,toxtricity,toxtricity,0849,1.6,40,true,/br/pokedex/toxtricity,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/849.png,Toxtricity,"Minus, Punk Rock","electric, poison","Ground, Psychic"
850,Sizzlipede,sizzlipede,sizzlipede,0850,0.7,1,true,/br/pokedex/sizzlipede,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/850.png,Sizzlipede,"Flash Fire, White Smoke","fire, bug","Water, Flying, Rock"
851,Centiskorch,centiskorch,centiskorch,0851,3,120,true,/br/pokedex/centiskorch,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/851.png,Centiskorch,"Flash Fire, White Smoke","fire, bug","Water, Flying, Rock"
852,Clobbopus,clobbopus,clobbopus,0852,0.6,4,true,/br/pokedex/clobbopus,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/852.png,Clobbopus,Limber,fighting,"Flying, Psychic, Fairy"
853,Grapploct,grapploct,grapploct,0853,1.6,39,true,/br/pokedex/grapploct,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/853.png,Grapploct,Limber,fighting,"Flying, Psychic, Fairy"
854,Sinistea,sinistea,sinistea,0854,0.1,0.2,true,/br/pokedex/sinistea,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/854.png,Sinistea,Weak Armor,ghost,"Ghost, Dark"
855,Polteageist,polteageist,polteageist,0855,0.2,0.4,true,/br/pokedex/polteageist,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/855.png,Polteageist,Weak Armor,ghost,"Ghost, Dark"
856,Hatenna,hatenna,hatenna,0856,0.4,3.4,true,/br/pokedex/hatenna,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/856.png,Hatenna,"Anticipation, Healer",psychic,"Bug, Ghost, Dark"
857,Hattrem,hattrem,hattrem,0857,0.6,4.8,true,/br/pokedex/hattrem,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/857.png,Hattrem,"Anticipation, Healer",psychic,"Bug, Ghost, Dark"
858,Hatterene,hatterene,hatterene,0858,2.1,5.1,true,/br/pokedex/hatterene,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/858.png,Hatterene,"Anticipation, Healer","psychic, fairy","Poison, Ghost, Steel"
859,Impidimp,impidimp,impidimp,0859,0.4,5.5,true,/br/pokedex/impidimp,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/859.png,Impidimp,"Frisk, Prankster","dark, fairy","Poison, Steel, Fairy"
860,Morgrem,morgrem,morgrem,0860,0.8,12.5,true,/br/pokedex/morgrem,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/860.png,Morgrem,"Frisk, Prankster","dark, fairy","Poison, Steel, Fairy"
861,Grimmsnarl,grimmsnarl,grimmsnarl,0861,1.5,61,true,/br/pokedex/grimmsnarl,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/861.png,Grimmsnarl,"Frisk, Prankster","dark, fairy","Poison, Steel, Fairy"
862,Obstagoon,obstagoon,obstagoon,0862,1.6,46,true,/br/pokedex/obstagoon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/862.png,Obstagoon,"Guts, Reckless","dark, normal","Fighting, Bug, Fairy"
863,Perrserker,perrserker,perrserker,0863,0.8,28,true,/br/pokedex/perrserker,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/863.png,Perrserker,"Battle Armor, Tough Claws",steel,"Fire, Fighting, Ground"
864,Cursola,cursola,cursola,0864,1,0.4,true,/br/pokedex/cursola,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/864.png,Cursola,Weak Armor,ghost,"Ghost, Dark"
865,Sirfetch’d,sirfetchd,sirfetchd,0865,0.8,117,true,/br/pokedex/sirfetchd,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/865.png,Sirfetch’d,Steadfast,fighting,"Flying, Psychic, Fairy"
866,Mr. Rime,mr-rime,mr-rime,0866,1.5,58.2,true,/br/pokedex/mr-rime,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/866.png,Mr. Rime,"Tangled Feet, Screen Cleaner","ice, psychic","Fire, Bug, Rock, Ghost, Dark, Steel"
867,Runerigus,runerigus,runerigus,0867,1.6,66.6,true,/br/pokedex/runerigus,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/867.png,Runerigus,Wandering Spirit,"ground, ghost","Water, Grass, Ice, Ghost, Dark"
868,Milcery,milcery,milcery,0868,0.2,0.3,true,/br/pokedex/milcery,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/868.png,Milcery,Sweet Veil,fairy,"Poison, Steel"
869,Alcremie,alcremie,alcremie,0869,0.3,0.5,true,/br/pokedex/alcremie,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/869.png,Alcremie,Sweet Veil,fairy,"Poison, Steel"
870,Falinks,falinks,falinks,0870,3,62,true,/br/pokedex/falinks,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/870.png,Falinks,Battle Armor,fighting,"Flying, Psychic, Fairy"
871,Pincurchin,pincurchin,pincurchin,0871,0.3,1,true,/br/pokedex/pincurchin,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/871.png,Pincurchin,Lightning Rod,electric,Ground
872,Snom,snom,snom,0872,0.3,3.8,true,/br/pokedex/snom,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/872.png,Snom,Shield Dust,"ice, bug","Fire, Flying, Rock, Steel"
873,Frosmoth,frosmoth,frosmoth,0873,1.3,42,true,/br/pokedex/frosmoth,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/873.png,Frosmoth,Shield Dust,"ice, bug","Fire, Flying, Rock, Steel"
874,Stonjourner,stonjourner,stonjourner,0874,2.5,520,true,/br/pokedex/stonjourner,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/874.png,Stonjourner,Power Spot,rock,"Water, Grass, Fighting, Ground, Steel"
875,Eiscue,eiscue,eiscue,0875,1.4,89,true,/br/pokedex/eiscue,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/875.png,Eiscue,Ice Face,ice,"Fire, Fighting, Rock, Steel"
876,Indeedee,indeedee,indeedee,0876,0.9,28,true,/br/pokedex/indeedee,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/876.png,Indeedee,"Inner Focus, Synchronize","psychic, normal","Bug, Dark"
877,Morpeko,morpeko,morpeko,0877,0.3,3,true,/br/pokedex/morpeko,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/877.png,Morpeko,Hunger Switch,"electric, dark","Fighting, Ground, Bug, Fairy"
878,Cufant,cufant,cufant,0878,1.2,100,true,/br/pokedex/cufant,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/878.png,Cufant,Sheer Force,steel,"Fire, Fighting, Ground"
879,Copperajah,copperajah,copperajah,0879,3,650,true,/br/pokedex/copperajah,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/879.png,Copperajah,Sheer Force,steel,"Fire, Fighting, Ground"
880,Dracozolt,dracozolt,dracozolt,0880,1.8,190,true,/br/pokedex/dracozolt,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/880.png,Dracozolt,"Volt Absorb, Hustle","electric, dragon","Ice, Ground, Dragon, Fairy"
881,Arctozolt,arctozolt,arctozolt,0881,2.3,150,true,/br/pokedex/arctozolt,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/881.png,Arctozolt,"Static, Volt Absorb","electric, ice","Fire, Fighting, Ground, Rock"
882,Dracovish,dracovish,dracovish,0882,2.3,215,true,/br/pokedex/dracovish,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/882.png,Dracovish,"Water Absorb, Strong Jaw","water, dragon","Dragon, Fairy"
883,Arctovish,arctovish,arctovish,0883,2,175,true,/br/pokedex/arctovish,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/883.png,Arctovish,"Water Absorb, Ice Body","water, ice","Grass, Electric, Fighting, Rock"
884,Duraludon,duraludon,duraludon,0884,1.8,40,true,/br/pokedex/duraludon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/884.png,Duraludon,"Light Metal, Heavy Metal","steel, dragon","Fighting, Ground"
885,Dreepy,dreepy,dreepy,0885,0.5,2,true,/br/pokedex/dreepy,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/885.png,Dreepy,"Clear Body, Infiltrator","dragon, ghost","Ice, Ghost, Dragon, Dark, Fairy"
886,Drakloak,drakloak,drakloak,0886,1.4,11,true,/br/pokedex/drakloak,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/886.png,Drakloak,"Clear Body, Infiltrator","dragon, ghost","Ice, Ghost, Dragon, Dark, Fairy"
887,Dragapult,dragapult,dragapult,0887,3,50,true,/br/pokedex/dragapult,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/887.png,Dragapult,"Clear Body, Infiltrator","dragon, ghost","Ice, Ghost, Dragon, Dark, Fairy"
888,Zacian,zacian,zacian,0888,2.8,110,true,/br/pokedex/zacian,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/888.png,Zacian,Intrepid Sword,fairy,"Poison, Steel"
889,Zamazenta,zamazenta,zamazenta,0889,2.9,210,true,/br/pokedex/zamazenta,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/889.png,Zamazenta,Dauntless Shield,fighting,"Flying, Psychic, Fairy"
890,Eternatus,eternatus,eternatus,0890,20,950,true,/br/pokedex/eternatus,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/890.png,Eternatus,Pressure,"poison, dragon","Ice, Ground, Psychic, Dragon"
891,Kubfu,kubfu,kubfu,0891,0.6,12,true,/br/pokedex/kubfu,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/891.png,Kubfu,Inner Focus,fighting,"Flying, Psychic, Fairy"
892,Urshifu,urshifu,urshifu,0892,1.9,105,true,/br/pokedex/urshifu,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/892.png,Urshifu,Unseen Fist,"fighting, dark","Fighting, Flying, Fairy"
893,Zarude,zarude,zarude,0893,1.8,70,true,/br/pokedex/zarude,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/893.png,Zarude,Leaf Guard,"dark, grass","Fire, Ice, Fighting, Poison, Flying, Bug, Fairy"
894,Regieleki,regieleki,regieleki,0894,1.2,145,true,/br/pokedex/regieleki,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/894.png,Regieleki,Transistor,electric,Ground
895,Regidrago,regidrago,regidrago,0895,2.1,200,true,/br/pokedex/regidrago,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/895.png,Regidrago,Dragon’s Maw,dragon,"Ice, Dragon, Fairy"
896,Glastrier,glastrier,glastrier,0896,2.2,800,true,/br/pokedex/glastrier,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/896.png,Glastrier,Chilling Neigh,ice,"Fire, Fighting, Rock, Steel"
897,Spectrier,spectrier,spectrier,0897,2,44.5,true,/br/pokedex/spectrier,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/897.png,Spectrier,Grim Neigh,ghost,"Ghost, Dark"
898,Calyrex,calyrex,calyrex,0898,1.1,7.7,true,/br/pokedex/calyrex,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/898.png,Calyrex,Unnerve,"psychic, grass","Fire, Ice, Poison, Flying, Bug, Ghost, Dark"
899,Wyrdeer,wyrdeer,wyrdeer,0899,1.8,95.1,true,/br/pokedex/wyrdeer,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/899.png,Wyrdeer,"Intimidate, Frisk","normal, psychic","Bug, Dark"
900,Kleavor,kleavor,kleavor,0900,1.8,89,true,/br/pokedex/kleavor,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/900.png,Kleavor,"Swarm, Sheer Force","bug, rock","Water, Rock, Steel"
901,Ursaluna,ursaluna,ursaluna,0901,2.4,290,true,/br/pokedex/ursaluna,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/901.png,Ursaluna,"Guts, Bulletproof","ground, normal","Water, Grass, Ice, Fighting"
902,Basculegion,basculegion,basculegion,0902,3,110,true,/br/pokedex/basculegion,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/902.png,Basculegion,"Swift Swim, Adaptability","water, ghost","Grass, Electric, Ghost, Dark"
903,Sneasler,sneasler,sneasler,0903,1.3,43,true,/br/pokedex/sneasler,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/903.png,Sneasler,"Pressure, Unburden","fighting, poison","Ground, Flying, Psychic"
904,Overqwil,overqwil,overqwil,0904,2.5,60.5,true,/br/pokedex/overqwil,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/904.png,Overqwil,"Poison Point, Swift Swim","dark, poison",Ground
905,Enamorus,enamorus,enamorus,0905,1.6,48,true,/br/pokedex/enamorus,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/905.png,Enamorus,Cute Charm,"fairy, flying","Electric, Ice, Poison, Rock, Steel"
906,Sprigatito,sprigatito,sprigatito,0906,0.4,4.1,true,/br/pokedex/sprigatito,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/detail/906.png,Sprigatito,Overgrow,grass,"Fire, Ice, Poison, Flying, Bug"
