id,number,name,type,height,weight,attack,defense,hp,sp_atk,sp_def,speed,total,abilities,weakness,capture_location
704,0704,Goomy,['dragon'],0.3,2.8,50.0,35.0,45.0,55.0,75.0,40.0,300.0,"['Hydration', 'Sap Sipper']","['Ice', 'Dragon', 'Fairy']","['kalos-route-14-area', 'alola-route-17-northeast', 'alola-route-17-west', 'lush-jungle-north', 'lush-jungle-south', 'lush-jungle-west']"
705,0705,Sliggoo,['dragon'],0.8,17.5,75.0,53.0,68.0,83.0,113.0,60.0,452.0,"['Hydration', 'Sap Sipper']","['Ice', 'Dragon', 'Fairy']","['kalos-route-19-area', 'exeggutor-island-area']"
706,0706,Goodra,['dragon'],2.0,150.5,100.0,70.0,90.0,110.0,150.0,80.0,600.0,"['Hydration', 'Sap Sipper']","['Ice', 'Dragon', 'Fairy']",[]
707,0707,Klefki,"['steel', 'fairy']",0.2,3.0,80.0,91.0,57.0,80.0,87.0,75.0,470.0,['Prankster'],"['Fire', 'Ground']","['kalos-route-15-area', 'kalos-route-16-area', 'lost-hotel-area', 'thrifty-megamart-abandoned-site', 'poke-pelago-poni-island-reached', 'poke-pelago-elite-four-defeated']"
708,0708,Phantump,"['ghost', 'grass']",0.4,7.0,70.0,48.0,43.0,50.0,60.0,38.0,309.0,"['Natural Cure', 'Frisk']","['Fire', 'Ice', 'Flying', 'Ghost', 'Dark']","['kalos-route-16-area', 'memorial-hill-area', 'tapu-village-area']"
709,0709,Trevenant,"['ghost', 'grass']",1.5,71.0,110.0,76.0,85.0,65.0,82.0,56.0,474.0,"['Natural Cure', 'Frisk']","['Fire', 'Ice', 'Flying', 'Ghost', 'Dark']","['kalos-route-20-area', 'poke-pelago-poni-island-reached', 'poke-pelago-ulaula-island-reached', 'poke-pelago-elite-four-defeated']"
710,0710,Pumpkaboo,"['ghost', 'grass']",0.4,5.0,66.0,70.0,49.0,44.0,55.0,51.0,335.0,"['Pickup', 'Frisk']","['Fire', 'Ice', 'Flying', 'Ghost', 'Dark']",['kalos-route-16-area']
711,0711,Gourgeist,"['ghost', 'grass']",0.9,12.5,90.0,122.0,65.0,58.0,75.0,84.0,494.0,"['Pickup', 'Frisk']","['Fire', 'Ice', 'Flying', 'Ghost', 'Dark']",[]
712,0712,Bergmite,['ice'],1.0,99.5,69.0,85.0,55.0,32.0,35.0,28.0,304.0,"['Own Tempo', 'Ice Body']","['Fire', 'Fighting', 'Rock', 'Steel']","['frost-cavern-unknown-area-314', 'frost-cavern-unknown-area-315', 'frost-cavern-unknown-area-316', 'frost-cavern-unknown-area-317']"
713,0713,Avalugg,['ice'],2.0,505.0,117.0,184.0,95.0,44.0,46.0,28.0,514.0,"['Own Tempo', 'Ice Body']","['Fire', 'Fighting', 'Rock', 'Steel']",[]
714,0714,Noibat,"['flying', 'dragon']",0.5,8.0,30.0,35.0,40.0,45.0,40.0,55.0,245.0,"['Frisk', 'Infiltrator']","['Ice', 'Rock', 'Dragon', 'Fairy']","['alola-route-5-area', 'verdant-cavern-trial-site']"
715,0715,Noivern,"['flying', 'dragon']",1.5,85.0,70.0,80.0,85.0,97.0,80.0,123.0,535.0,"['Frisk', 'Infiltrator']","['Ice', 'Rock', 'Dragon', 'Fairy']",['resolution-cave-area']
716,0716,Xerneas,['fairy'],3.0,215.0,131.0,95.0,126.0,131.0,98.0,99.0,680.0,['Fairy Aura'],"['Poison', 'Steel']","['ultra-space-wilds-crag', 'team-flare-secret-hq-area', 'ultra-space-ultra-space-wilds-rocky']"
717,0717,Yveltal,"['dark', 'flying']",5.8,203.0,131.0,95.0,126.0,131.0,98.0,99.0,680.0,['Dark Aura'],"['Electric', 'Ice', 'Rock', 'Fairy']","['ultra-space-wilds-cliff', 'team-flare-secret-hq-area', 'ultra-space-ultra-space-wilds-cliff']"
718,0718,Zygarde,"['dragon', 'ground']",5.0,305.0,100.0,121.0,108.0,81.0,95.0,95.0,600.0,['Aura Break'],"['Ice', 'Dragon', 'Fairy']","['terminus-cave-zygardes-chamber', 'alola-route-16-main', 'resolution-cave-area']"
719,0719,Diancie,"['rock', 'fairy']",0.7,8.8,100.0,150.0,50.0,100.0,150.0,50.0,600.0,['Clear Body'],"['Water', 'Grass', 'Ground', 'Steel']",[]
720,0720,Hoopa,"['psychic', 'ghost']",0.5,9.0,110.0,60.0,80.0,150.0,130.0,70.0,600.0,['Magician'],"['Ghost', 'Dark']",[]
721,0721,Volcanion,"['fire', 'water']",1.7,195.0,110.0,120.0,80.0,130.0,90.0,70.0,600.0,['Water Absorb'],"['Electric', 'Ground', 'Rock']",[]
722,0722,Rowlet,"['grass', 'flying']",0.3,1.5,55.0,55.0,68.0,50.0,50.0,42.0,320.0,['Overgrow'],"['Fire', 'Ice', 'Poison', 'Flying', 'Rock']","['alola-route-1-west', 'iki-town-area']"
723,0723,Dartrix,"['grass', 'flying']",0.7,16.0,75.0,75.0,78.0,70.0,70.0,52.0,420.0,['Overgrow'],"['Fire', 'Ice', 'Poison', 'Flying', 'Rock']",[]
724,0724,Decidueye,"['grass', 'ghost']",1.6,36.6,107.0,75.0,78.0,100.0,100.0,70.0,530.0,['Overgrow'],"['Fire', 'Ice', 'Flying', 'Ghost', 'Dark']",[]
725,0725,Litten,['fire'],0.4,4.3,65.0,40.0,45.0,60.0,40.0,70.0,320.0,['Blaze'],"['Water', 'Ground', 'Rock']","['alola-route-1-west', 'iki-town-area']"
726,0726,Torracat,['fire'],0.7,25.0,85.0,50.0,65.0,80.0,50.0,90.0,420.0,['Blaze'],"['Water', 'Ground', 'Rock']",[]
727,0727,Incineroar,"['fire', 'dark']",1.8,83.0,115.0,90.0,95.0,80.0,90.0,60.0,530.0,['Blaze'],"['Water', 'Fighting', 'Ground', 'Rock']",[]
728,0728,Popplio,['water'],0.4,7.5,54.0,54.0,50.0,66.0,56.0,40.0,320.0,['Torrent'],"['Grass', 'Electric']","['alola-route-1-west', 'iki-town-area']"
729,0729,Brionne,['water'],0.6,17.5,69.0,69.0,60.0,91.0,81.0,50.0,420.0,['Torrent'],"['Grass', 'Electric']",[]
730,0730,Primarina,"['water', 'fairy']",1.8,44.0,74.0,74.0,80.0,126.0,116.0,60.0,530.0,['Torrent'],"['Grass', 'Electric', 'Poison']",[]
731,0731,Pikipek,"['normal', 'flying']",0.3,1.2,75.0,30.0,35.0,30.0,30.0,65.0,265.0,"['Keen Eye', 'Skill Link']","['Electric', 'Ice', 'Rock']","['alola-route-1-east', 'alola-route-1-south', 'alola-route-1-west', 'alola-route-4-area', 'alola-route-5-area', 'alola-route-6-north', 'alola-route-6-south', 'alola-route-8-main', 'poke-pelago-poni-island-reached', 'poke-pelago-ulaula-island-reached', 'poke-pelago-elite-four-defeated']"
732,0732,Trumbeak,"['normal', 'flying']",0.6,14.8,85.0,50.0,55.0,40.0,50.0,75.0,355.0,"['Keen Eye', 'Skill Link']","['Electric', 'Ice', 'Rock']","['alola-route-8-main', 'alola-route-11-area', 'lush-jungle-north', 'lush-jungle-south', 'lush-jungle-west', 'poni-grove-area', 'poni-plains-center', 'poni-plains-east', 'poni-plains-north', 'poni-plains-west']"
733,0733,Toucannon,"['normal', 'flying']",1.1,26.0,120.0,75.0,80.0,75.0,75.0,60.0,485.0,"['Keen Eye', 'Skill Link']","['Electric', 'Ice', 'Rock']","['alola-route-11-area', 'poni-grove-area', 'poni-plains-center', 'poni-plains-east', 'poni-plains-north', 'poni-plains-west']"
734,0734,Yungoos,['normal'],0.4,6.0,70.0,30.0,48.0,30.0,30.0,45.0,253.0,"['Strong Jaw', 'Stakeout']",['Fighting'],"['alola-route-1-east', 'alola-route-1-hauoli-outskirts', 'alola-route-1-south', 'alola-route-1-west', 'alola-route-2-north', 'alola-route-2-south', 'alola-route-3-north', 'alola-route-3-south', 'alola-route-4-area', 'alola-route-6-north', 'alola-route-6-south', 'alola-route-8-main', 'hauoli-city-shopping-district', 'kalae-bay-area', 'verdant-cavern-trial-site']"
735,0735,Gumshoos,['normal'],0.7,14.2,110.0,60.0,88.0,55.0,60.0,45.0,418.0,"['Strong Jaw', 'Stakeout']",['Fighting'],"['alola-route-8-main', 'alola-route-10-area', 'alola-route-11-area', 'alola-route-14-area', 'alola-route-15-main', 'alola-route-16-main', 'alola-route-16-east', 'alola-route-16-west', 'alola-route-17-northeast', 'alola-route-17-west', 'akala-outskirts-area', 'ancient-poni-path-area', 'heahea-beach-area', 'malie-city-outer-cape', 'mount-lanakila-base', 'poni-gauntlet-area', 'poni-grove-area', 'poni-plains-center', 'poni-plains-east', 'poni-plains-north', 'poni-plains-west', 'poni-wilds-area', 'tapu-village-area']"
736,0736,Grubbin,['bug'],0.4,4.4,62.0,45.0,47.0,55.0,45.0,46.0,300.0,['Swarm'],"['Fire', 'Flying', 'Rock']","['alola-route-1-east', 'alola-route-1-west', 'alola-route-4-area', 'alola-route-5-area', 'alola-route-6-north', 'alola-route-6-south', 'blush-mountain-area']"
737,0737,Charjabug,"['bug', 'electric']",0.5,10.5,82.0,95.0,57.0,55.0,75.0,36.0,400.0,['Battery'],"['Fire', 'Rock']",['blush-mountain-area']
738,0738,Vikavolt,"['bug', 'electric']",1.5,45.0,70.0,90.0,77.0,145.0,75.0,43.0,500.0,['Levitate'],"['Fire', 'Rock']","['blush-mountain-area', 'heahea-beach-area']"
739,0739,Crabrawler,['fighting'],0.6,7.0,82.0,57.0,47.0,42.0,47.0,63.0,338.0,"['Hyper Cutter', 'Iron Fist']","['Flying', 'Psychic', 'Fairy']","['alola-route-2-south', 'alola-route-3-south', 'alola-route-4-area', 'alola-route-5-area', 'alola-route-8-main', 'alola-route-10-area', 'alola-route-12-area', 'alola-route-15-main', 'alola-route-16-main', 'alola-route-17-west', 'berry-fields-area', 'poni-plains-west', 'poni-wilds-area', 'ulaula-beach-area']"
740,0740,Crabominable,"['fighting', 'ice']",1.7,180.0,132.0,77.0,97.0,62.0,67.0,43.0,478.0,"['Hyper Cutter', 'Iron Fist']","['Fire', 'Fighting', 'Flying', 'Psychic', 'Steel', 'Fairy']",[]
741,0741,Oricorio,"['fire', 'flying']",0.6,3.4,70.0,70.0,75.0,98.0,70.0,93.0,476.0,['Dancer'],"['Water', 'Electric', 'Rock']",['ulaula-meadow-area']
742,0742,Cutiefly,"['bug', 'fairy']",0.1,0.2,45.0,40.0,40.0,55.0,40.0,84.0,304.0,"['Shield Dust', 'Honey Gather']","['Fire', 'Poison', 'Flying', 'Rock', 'Steel']","['alola-route-2-north', 'alola-route-3-north', 'alola-route-3-south', 'melemele-meadow-area', 'poke-pelago-poni-island-reached', 'poke-pelago-ulaula-island-reached', 'poke-pelago-elite-four-defeated']"
743,0743,Ribombee,"['bug', 'fairy']",0.2,0.5,55.0,60.0,60.0,95.0,70.0,124.0,464.0,"['Shield Dust', 'Honey Gather']","['Fire', 'Poison', 'Flying', 'Rock', 'Steel']","['heahea-beach-area', 'poni-meadow-area', 'ulaula-meadow-area']"
744,0744,Rockruff,['rock'],0.5,9.2,65.0,40.0,45.0,30.0,40.0,60.0,280.0,"['Keen Eye', 'Vital Spirit', 'Own Tempo']","['Water', 'Grass', 'Fighting', 'Ground', 'Steel']","['alola-route-1-south', 'ten-carat-hill-farthest-hollow']"
745,0745,Lycanroc,['rock'],0.8,25.0,115.0,65.0,75.0,55.0,65.0,112.0,487.0,"['Keen Eye', 'Sand Rush']","['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",['vast-poni-canyon-outside']
746,0746,Wishiwashi,['water'],0.2,0.3,20.0,20.0,45.0,25.0,25.0,40.0,175.0,['Schooling'],"['Grass', 'Electric']","['alola-route-7-area', 'alola-route-8-main', 'alola-route-9-main', 'alola-route-13-area', 'alola-route-14-area', 'alola-route-15-main', 'akala-outskirts-area', 'brooklet-hill-totems-den', 'hauoli-city-beachfront', 'kalae-bay-area', 'melemele-sea-area', 'secluded-shore-area', 'tapu-village-area']"
747,0747,Mareanie,"['poison', 'water']",0.4,8.0,53.0,62.0,50.0,43.0,52.0,45.0,305.0,"['Limber', 'Merciless']","['Electric', 'Ground', 'Psychic']","['alola-route-9-main', 'hauoli-city-beachfront', 'melemele-sea-area']"
748,0748,Toxapex,"['poison', 'water']",0.7,14.5,63.0,152.0,50.0,53.0,142.0,35.0,495.0,"['Limber', 'Merciless']","['Electric', 'Ground', 'Psychic']",[]
749,0749,Mudbray,['ground'],1.0,110.0,100.0,70.0,70.0,45.0,55.0,45.0,385.0,"['Own Tempo', 'Stamina']","['Water', 'Grass', 'Ice']","['alola-route-4-area', 'alola-route-6-north', 'alola-route-12-area', 'blush-mountain-area', 'paniola-ranch-area']"
750,0750,Mudsdale,['ground'],2.5,920.0,125.0,100.0,100.0,55.0,85.0,35.0,500.0,"['Own Tempo', 'Stamina']","['Water', 'Grass', 'Ice']","['alola-route-12-area', 'blush-mountain-area', 'poni-plains-west']"
751,0751,Dewpider,"['water', 'bug']",0.3,4.0,40.0,52.0,38.0,40.0,72.0,27.0,269.0,['Water Bubble'],"['Electric', 'Flying', 'Rock']","['brooklet-hill-north', 'brooklet-hill-south']"
752,0752,Araquanid,"['water', 'bug']",1.8,82.0,70.0,92.0,68.0,50.0,132.0,42.0,454.0,['Water Bubble'],"['Electric', 'Flying', 'Rock']","['heahea-beach-area', 'malie-garden-area']"
753,0753,Fomantis,['grass'],0.3,1.5,55.0,35.0,40.0,50.0,35.0,35.0,250.0,['Leaf Guard'],"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['alola-route-5-area', 'lush-jungle-north', 'lush-jungle-south', 'lush-jungle-west']"
754,0754,Lurantis,['grass'],0.9,18.5,105.0,90.0,70.0,80.0,90.0,45.0,480.0,['Leaf Guard'],"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",['heahea-beach-area']
755,0755,Morelull,"['grass', 'fairy']",0.2,1.5,35.0,55.0,40.0,65.0,75.0,15.0,285.0,"['Effect Spore', 'Illuminate']","['Fire', 'Ice', 'Poison', 'Flying', 'Steel']","['alola-route-11-area', 'brooklet-hill-north', 'brooklet-hill-south', 'lush-jungle-north', 'lush-jungle-south', 'lush-jungle-west']"
756,0756,Shiinotic,"['grass', 'fairy']",1.0,11.5,45.0,80.0,60.0,90.0,100.0,30.0,405.0,"['Effect Spore', 'Illuminate']","['Fire', 'Ice', 'Poison', 'Flying', 'Steel']",['alola-route-11-area']
757,0757,Salandit,"['poison', 'fire']",0.6,4.8,44.0,40.0,48.0,71.0,40.0,77.0,320.0,['Corrosion'],"['Water', 'Ground', 'Psychic', 'Rock']","['alola-route-8-main', 'lush-jungle-east-cave', 'wela-volcano-park-area']"
758,0758,Salazzle,"['poison', 'fire']",1.2,22.2,64.0,60.0,68.0,111.0,60.0,117.0,480.0,['Corrosion'],"['Water', 'Ground', 'Psychic', 'Rock']","['heahea-beach-area', 'lush-jungle-east-cave', 'wela-volcano-park-area']"
759,0759,Stufful,"['normal', 'fighting']",0.5,6.8,75.0,50.0,70.0,45.0,50.0,50.0,340.0,"['Klutz', 'Fluffy']","['Fighting', 'Flying', 'Psychic', 'Fairy']","['alola-route-8-main', 'akala-outskirts-area']"
760,0760,Bewear,"['normal', 'fighting']",2.1,135.0,125.0,80.0,120.0,55.0,60.0,60.0,500.0,"['Klutz', 'Fluffy']","['Fighting', 'Flying', 'Psychic', 'Fairy']","['hauoli-city-main', 'hauoli-city-shopping-district', 'poni-gauntlet-area']"
761,0761,Bounsweet,['grass'],0.3,3.2,30.0,38.0,42.0,30.0,38.0,32.0,210.0,"['Oblivious', 'Leaf Guard']","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['alola-route-5-area', 'lush-jungle-west']"
762,0762,Steenee,['grass'],0.7,8.2,40.0,48.0,52.0,40.0,48.0,62.0,290.0,"['Oblivious', 'Leaf Guard']","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['lush-jungle-north', 'lush-jungle-south', 'lush-jungle-west', 'seafolk-village-main']"
763,0763,Tsareena,['grass'],1.2,21.4,120.0,98.0,72.0,50.0,98.0,72.0,510.0,"['Leaf Guard', 'Queenly Majesty']","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",[]
764,0764,Comfey,['fairy'],0.1,0.3,52.0,90.0,51.0,82.0,110.0,100.0,485.0,"['Flower Veil', 'Triage']","['Poison', 'Steel']","['lush-jungle-north', 'lush-jungle-south', 'lush-jungle-west', 'poke-pelago-poni-island-reached', 'poke-pelago-ulaula-island-reached', 'poke-pelago-elite-four-defeated']"
765,0765,Oranguru,"['normal', 'psychic']",1.5,76.0,60.0,80.0,90.0,90.0,110.0,60.0,490.0,"['Inner Focus', 'Telepathy']","['Bug', 'Dark']","['lush-jungle-north', 'lush-jungle-south', 'lush-jungle-west']"
766,0766,Passimian,['fighting'],2.0,82.8,120.0,90.0,100.0,40.0,60.0,80.0,490.0,['Receiver'],"['Flying', 'Psychic', 'Fairy']","['lush-jungle-north', 'lush-jungle-south', 'lush-jungle-west']"
767,0767,Wimpod,"['bug', 'water']",0.5,12.0,35.0,40.0,25.0,20.0,30.0,80.0,230.0,['Wimp Out'],"['Electric', 'Flying', 'Rock']","['alola-route-8-main', 'dividing-peak-tunnel-area', 'poni-breaker-coast-area', 'poni-wilds-area']"
768,0768,Golisopod,"['bug', 'water']",2.0,108.0,125.0,140.0,75.0,60.0,90.0,40.0,530.0,['Emergency Exit'],"['Electric', 'Flying', 'Rock']",[]
769,0769,Sandygast,"['ghost', 'ground']",0.5,70.0,55.0,80.0,55.0,70.0,45.0,15.0,320.0,['Water Compaction'],"['Water', 'Grass', 'Ice', 'Ghost', 'Dark']","['alola-route-15-main', 'hano-beach-area']"
770,0770,Palossand,"['ghost', 'ground']",1.3,250.0,75.0,110.0,85.0,100.0,75.0,35.0,480.0,['Water Compaction'],"['Water', 'Grass', 'Ice', 'Ghost', 'Dark']",[]
771,0771,Pyukumuku,['water'],0.3,1.2,60.0,130.0,55.0,30.0,130.0,5.0,410.0,['Innards Out'],"['Grass', 'Electric']","['alola-route-7-area', 'hano-beach-area', 'poke-pelago-poni-island-reached', 'poke-pelago-ulaula-island-reached', 'poke-pelago-elite-four-defeated']"
772,0772,Type: Null,['normal'],1.9,120.5,95.0,95.0,95.0,95.0,95.0,59.0,534.0,['Battle Armor'],['Fighting'],"['aether-paradise-2f', 'ancient-poni-path-area']"
773,0773,Silvally,['normal'],2.3,100.5,95.0,95.0,95.0,95.0,95.0,95.0,570.0,['RKS System'],['Fighting'],[]
774,0774,Minior,"['rock', 'flying']",0.3,40.0,60.0,100.0,60.0,60.0,100.0,60.0,440.0,['Shields Down'],"['Water', 'Electric', 'Ice', 'Rock', 'Steel']","['mount-hokulani-main', 'mount-hokulani-east', 'mount-hokulani-west']"
775,0775,Komala,['normal'],0.4,19.9,115.0,65.0,65.0,75.0,95.0,65.0,480.0,['Comatose'],['Fighting'],['alola-route-11-area']
776,0776,Turtonator,"['fire', 'dragon']",2.0,212.0,78.0,135.0,60.0,91.0,85.0,36.0,485.0,['Shell Armor'],"['Ground', 'Rock', 'Dragon']",['blush-mountain-area']
777,0777,Togedemaru,"['electric', 'steel']",0.3,3.3,98.0,63.0,65.0,40.0,73.0,96.0,435.0,"['Lightning Rod', 'Iron Barbs']","['Fire', 'Fighting', 'Ground']","['blush-mountain-area', 'heahea-beach-area']"
778,0778,Mimikyu,"['ghost', 'fairy']",0.2,0.7,90.0,80.0,55.0,50.0,105.0,96.0,476.0,['Disguise'],"['Ghost', 'Steel']","['heahea-beach-area', 'thrifty-megamart-abandoned-site']"
779,0779,Bruxish,"['water', 'psychic']",0.9,19.0,105.0,70.0,68.0,70.0,70.0,92.0,475.0,"['Strong Jaw', 'Dazzling']","['Grass', 'Electric', 'Bug', 'Ghost', 'Dark']","['alola-route-13-area', 'alola-route-14-area', 'alola-route-15-main', 'secluded-shore-area', 'tapu-village-area']"
780,0780,Drampa,"['normal', 'dragon']",3.0,185.0,60.0,85.0,78.0,135.0,91.0,36.0,485.0,"['Sap Sipper', 'Berserk']","['Ice', 'Fighting', 'Dragon', 'Fairy']",['mount-lanakila-cave']
781,0781,Dhelmise,"['ghost', 'grass']",3.9,210.0,131.0,100.0,70.0,86.0,90.0,40.0,517.0,['Steelworker'],"['Fire', 'Ice', 'Flying', 'Ghost', 'Dark']",['seafolk-village-main']
782,0782,Jangmo-o,['dragon'],0.6,29.7,55.0,65.0,45.0,45.0,45.0,45.0,300.0,"['Soundproof', 'Bulletproof']","['Ice', 'Dragon', 'Fairy']",['vast-poni-canyon-outside']
783,0783,Hakamo-o,"['dragon', 'fighting']",1.2,47.0,75.0,90.0,55.0,65.0,70.0,65.0,420.0,"['Soundproof', 'Bulletproof']","['Ice', 'Flying', 'Psychic', 'Dragon', 'Fairy']",['vast-poni-canyon-outside']
784,0784,Kommo-o,"['dragon', 'fighting']",1.6,78.2,110.0,125.0,75.0,100.0,105.0,85.0,600.0,"['Soundproof', 'Bulletproof']","['Ice', 'Flying', 'Psychic', 'Dragon', 'Fairy']","['heahea-beach-area', 'vast-poni-canyon-outside']"
785,0785,Tapu Koko,"['electric', 'fairy']",1.8,20.5,115.0,85.0,70.0,95.0,75.0,130.0,570.0,['Electric Surge'],"['Poison', 'Ground']",['ruins-of-conflict-area']
786,0786,Tapu Lele,"['psychic', 'fairy']",1.2,18.6,85.0,75.0,70.0,130.0,115.0,95.0,570.0,['Psychic Surge'],"['Poison', 'Ghost', 'Steel']",['ruins-of-life-area']
787,0787,Tapu Bulu,"['grass', 'fairy']",1.9,45.5,130.0,115.0,70.0,85.0,95.0,75.0,570.0,['Grassy Surge'],"['Fire', 'Ice', 'Poison', 'Flying', 'Steel']",['ruins-of-abundance-area']
788,0788,Tapu Fini,"['water', 'fairy']",1.3,21.2,75.0,115.0,70.0,95.0,130.0,85.0,570.0,['Misty Surge'],"['Grass', 'Electric', 'Poison']",['ruins-of-hope-area']
789,0789,Cosmog,['psychic'],0.2,0.1,29.0,31.0,43.0,29.0,31.0,37.0,200.0,['Unaware'],"['Bug', 'Ghost', 'Dark']","['lake-of-the-moone-area', 'lake-of-the-sunne-area']"
790,0790,Cosmoem,['psychic'],0.1,999.9,29.0,131.0,43.0,29.0,131.0,37.0,400.0,['Sturdy'],"['Bug', 'Ghost', 'Dark']",[]
791,0791,Solgaleo,"['psychic', 'steel']",3.4,230.0,137.0,107.0,137.0,113.0,89.0,97.0,680.0,['Full Metal Body'],"['Fire', 'Ground', 'Ghost', 'Dark']","['altar-of-the-sunne-area', 'mahalo-trail-area']"
792,0792,Lunala,"['psychic', 'ghost']",4.0,120.0,113.0,89.0,137.0,137.0,107.0,97.0,680.0,['Shadow Shield'],"['Ghost', 'Dark']","['altar-of-the-moone-area', 'mahalo-trail-area']"
793,0793,Nihilego,"['rock', 'poison']",1.2,55.5,53.0,47.0,109.0,127.0,131.0,103.0,570.0,['Beast Boost'],"['Water', 'Ground', 'Psychic', 'Steel']","['digletts-tunnel-area', 'ultra-space-ultra-deep-sea', 'wela-volcano-park-area']"
794,0794,Buzzwole,"['bug', 'fighting']",2.4,333.6,139.0,139.0,107.0,53.0,53.0,79.0,570.0,['Beast Boost'],"['Fire', 'Flying', 'Psychic', 'Fairy']","['melemele-meadow-area', 'ultra-space-ultra-jungle']"
795,0795,Pheromosa,"['bug', 'fighting']",1.8,25.0,137.0,37.0,71.0,137.0,37.0,151.0,570.0,['Beast Boost'],"['Fire', 'Flying', 'Psychic', 'Fairy']","['ultra-space-ultra-desert', 'verdant-cavern-trial-site', 'verdant-cavern--trial-site-area']"
796,0796,Xurkitree,['electric'],3.8,100.0,89.0,71.0,83.0,173.0,71.0,83.0,570.0,['Beast Boost'],['Ground'],"['memorial-hill-area', 'ultra-space-ultra-plant', 'lush-jungle-all-areas']"
797,0797,Celesteela,"['steel', 'flying']",9.2,999.9,101.0,103.0,97.0,107.0,101.0,61.0,570.0,['Beast Boost'],"['Fire', 'Electric']","['haina-desert-area', 'malie-garden-area', 'ultra-space-ultra-crater']"
798,0798,Kartana,"['grass', 'steel']",0.3,0.1,181.0,131.0,59.0,59.0,31.0,109.0,570.0,['Beast Boost'],"['Fire', 'Fighting']","['malie-garden-area', 'ultra-space-ultra-forest', 'alola-route-17-all-areas']"
799,0799,Guzzlord,"['dark', 'dragon']",5.5,888.0,101.0,53.0,223.0,97.0,53.0,43.0,570.0,['Beast Boost'],"['Ice', 'Fighting', 'Bug', 'Dragon', 'Fairy']","['resolution-cave-area', 'ultra-space-ultra-ruin']"
800,0800,Necrozma,['psychic'],2.4,230.0,107.0,101.0,97.0,127.0,89.0,79.0,600.0,['Prism Armor'],"['Bug', 'Ghost', 'Dark']","['kalos-route-12-area', 'mount-lanakila-outside', 'ten-carat-hill-farthest-hollow', 'mount-lanakila-peak']"
801,0801,Magearna,"['steel', 'fairy']",1.0,80.5,95.0,115.0,80.0,130.0,115.0,65.0,600.0,['Soul-Heart'],"['Fire', 'Ground']",['hauoli-city-main']
802,0802,Marshadow,"['fighting', 'ghost']",0.7,22.2,125.0,80.0,90.0,90.0,90.0,125.0,600.0,['Technician'],"['Flying', 'Psychic', 'Ghost', 'Fairy']",[]
803,0803,Poipole,['poison'],0.6,1.8,73.0,67.0,67.0,73.0,67.0,73.0,420.0,['Beast Boost'],"['Ground', 'Psychic']",['ultra-megalopolis-area']
804,0804,Naganadel,"['poison', 'dragon']",3.6,150.0,73.0,73.0,73.0,127.0,73.0,121.0,540.0,['Beast Boost'],"['Ice', 'Ground', 'Psychic', 'Dragon']",[]
805,0805,Stakataka,"['rock', 'steel']",5.5,820.0,131.0,211.0,61.0,53.0,101.0,13.0,570.0,['Beast Boost'],"['Water', 'Fighting', 'Ground']",['poni-grove-area']
806,0806,Blacephalon,"['fire', 'ghost']",1.8,13.0,127.0,53.0,53.0,151.0,79.0,107.0,570.0,['Beast Boost'],"['Water', 'Ground', 'Rock', 'Ghost', 'Dark']",['poni-grove-area']
807,0807,Zeraora,['electric'],1.5,44.5,112.0,75.0,88.0,102.0,80.0,143.0,600.0,['Volt Absorb'],['Ground'],[]
808,0808,Meltan,['steel'],0.2,8.0,65.0,65.0,46.0,55.0,35.0,34.0,300.0,['Magnet Pull'],"['Fire', 'Fighting', 'Ground']",[]
809,0809,Melmetal,['steel'],2.5,800.0,143.0,143.0,135.0,80.0,65.0,34.0,600.0,['Iron Fist'],"['Fire', 'Fighting', 'Ground']",[]
810,0810,Grookey,['grass'],0.3,5.0,65.0,50.0,50.0,40.0,40.0,65.0,310.0,['Overgrow'],"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",[]
811,0811,Thwackey,['grass'],0.7,14.0,85.0,70.0,70.0,55.0,60.0,80.0,420.0,['Overgrow'],"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",[]
812,0812,Rillaboom,['grass'],2.1,90.0,125.0,90.0,100.0,60.0,70.0,85.0,530.0,['Overgrow'],"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",[]
813,0813,Scorbunny,['fire'],0.3,4.5,71.0,40.0,50.0,40.0,40.0,69.0,310.0,['Blaze'],"['Water', 'Ground', 'Rock']",[]
814,0814,Raboot,['fire'],0.6,9.0,86.0,60.0,65.0,55.0,60.0,94.0,420.0,['Blaze'],"['Water', 'Ground', 'Rock']",[]
815,0815,Cinderace,['fire'],1.4,33.0,116.0,75.0,80.0,65.0,75.0,119.0,530.0,['Blaze'],"['Water', 'Ground', 'Rock']",[]
816,0816,Sobble,['water'],0.3,4.0,40.0,40.0,50.0,70.0,40.0,70.0,310.0,['Torrent'],"['Grass', 'Electric']",[]
817,0817,Drizzile,['water'],0.7,11.5,60.0,55.0,65.0,95.0,55.0,90.0,420.0,['Torrent'],"['Grass', 'Electric']",[]
